Date,usd_cad,aud_usd,usd_jpy,gbp_usd,euro_usd,euro_jpy
26-Aug-19,1.3253,0.6774,106.12,1.2215,1.11,117.79
23-Aug-19,1.3278,0.6754,105.39,1.2277,1.1144,117.45
22-Aug-19,1.3302,0.6756,106.42,1.225,1.1078,117.89
21-Aug-19,1.3289,0.678,106.61,1.2126,1.1083,118.16
20-Aug-19,1.3314,0.6776,106.22,1.2168,1.1099,117.89
19-Aug-19,1.3323,0.6762,106.62,1.2125,1.1076,118.09
16-Aug-19,1.327,0.678,106.36,1.2149,1.1089,117.94
15-Aug-19,1.3308,0.6775,106.11,1.2084,1.1106,117.84
14-Aug-19,1.3317,0.6747,105.89,1.2059,1.1138,117.94
13-Aug-19,1.3221,0.68,106.73,1.2058,1.1169,119.21
12-Aug-19,1.3238,0.6752,105.29,1.2073,1.1212,118.04
9-Aug-19,1.3226,0.6787,105.66,1.2034,1.1198,118.32
8-Aug-19,1.3224,0.68,106.06,1.2131,1.1178,118.55
7-Aug-19,1.33,0.6755,106.26,1.214,1.1197,118.98
6-Aug-19,1.3278,0.676,106.47,1.2166,1.1198,119.23
5-Aug-19,1.3213,0.6756,105.94,1.2141,1.1202,118.67
2-Aug-19,1.3204,0.6799,106.58,1.2154,1.1107,118.38
1-Aug-19,1.3211,0.6799,107.33,1.2131,1.1083,118.95
31-Jul-19,1.3189,0.6844,108.74,1.2157,1.1074,120.42
30-Jul-19,1.3146,0.6871,108.59,1.2149,1.1153,121.11
29-Jul-19,1.3161,0.6901,108.77,1.2217,1.1144,121.21
26-Jul-19,1.3166,0.6908,108.66,1.238,1.1125,120.88
25-Jul-19,1.3161,0.695,108.62,1.2454,1.1145,121.07
24-Jul-19,1.3139,0.6976,108.17,1.2481,1.1139,120.49
23-Jul-19,1.3132,0.7004,108.21,1.2436,1.1151,120.68
22-Jul-19,1.3118,0.7034,107.86,1.2474,1.1208,120.89
19-Jul-19,1.306,0.7042,107.7,1.25,1.122,120.84
18-Jul-19,1.3025,0.7075,107.29,1.2546,1.1275,120.96
17-Jul-19,1.3047,0.7009,107.94,1.2431,1.1223,121.14
16-Jul-19,1.3086,0.7012,108.22,1.2403,1.1209,121.3
15-Jul-19,1.3047,0.7039,107.9,1.2514,1.1257,121.46
12-Jul-19,1.3029,0.7017,107.89,1.2573,1.1269,121.58
11-Jul-19,1.3072,0.6973,108.48,1.2519,1.1252,122.07
10-Jul-19,1.308,0.6957,108.46,1.2499,1.1249,122.01
9-Jul-19,1.3125,0.6927,108.84,1.2465,1.1206,121.97
8-Jul-19,1.3092,0.697,108.71,1.251,1.1214,121.89
5-Jul-19,1.3075,0.6979,108.45,1.2523,1.1224,121.71
4-Jul-19,1.305,0.7019,107.79,1.2576,1.1284,121.63
3-Jul-19,1.3053,0.7028,107.82,1.2571,1.1277,121.59
2-Jul-19,1.3104,0.6994,107.88,1.2591,1.1283,121.72
1-Jul-19,1.3134,0.6965,108.43,1.2638,1.1285,122.36
28-Jun-19,1.309,0.702,107.88,1.2693,1.1368,122.64
27-Jun-19,1.3095,0.7008,107.78,1.2675,1.1368,122.54
26-Jun-19,1.3125,0.6983,107.77,1.2688,1.1368,122.51
25-Jun-19,1.3167,0.6957,107.17,1.2697,1.1365,121.79
24-Jun-19,1.3177,0.6961,107.28,1.2739,1.1396,122.28
21-Jun-19,1.3221,0.6923,107.3,1.274,1.1366,121.96
20-Jun-19,1.3189,0.6922,107.29,1.2699,1.1291,121.14
19-Jun-19,1.3278,0.6881,108.09,1.2639,1.1224,121.32
18-Jun-19,1.3376,0.6876,108.44,1.2556,1.1191,121.36
17-Jun-19,1.3411,0.6852,108.55,1.2532,1.1217,121.76
14-Jun-19,1.3411,0.6872,108.55,1.259,1.1207,121.65
13-Jun-19,1.3324,0.6913,108.37,1.2672,1.1275,122.19
12-Jun-19,1.3341,0.6928,108.49,1.2686,1.1287,122.45
11-Jun-19,1.3279,0.696,108.5,1.2722,1.1329,122.92
10-Jun-19,1.3265,0.6961,108.43,1.2683,1.1312,122.66
7-Jun-19,1.3265,0.6998,108.18,1.2734,1.1331,122.58
6-Jun-19,1.3361,0.6976,108.4,1.2699,1.1274,122.21
5-Jun-19,1.3412,0.6969,108.45,1.2684,1.1219,121.67
4-Jun-19,1.339,0.699,108.14,1.2696,1.1251,121.67
3-Jun-19,1.3433,0.6976,108.06,1.2663,1.124,121.46
31-May-19,1.3512,0.6938,108.26,1.2631,1.1167,121.05
30-May-19,1.3498,0.6911,109.6,1.2606,1.113,121.98
29-May-19,1.3519,0.6917,109.58,1.2625,1.1129,121.96
28-May-19,1.349,0.6922,109.36,1.2652,1.116,122.05
27-May-19,1.3441,0.6917,109.5,1.2677,1.1196,122.6
24-May-19,1.3436,0.6923,109.29,1.2712,1.1202,122.43
23-May-19,1.3472,0.6899,109.59,1.2654,1.118,122.52
22-May-19,1.3429,0.688,110.34,1.2661,1.1152,123.05
21-May-19,1.3405,0.6883,110.49,1.2705,1.1158,123.28
20-May-19,1.3426,0.6906,110.05,1.2726,1.117,122.9
17-May-19,1.3455,0.6868,110.07,1.2718,1.1156,122.83
16-May-19,1.3457,0.6892,109.84,1.2795,1.1172,122.71
15-May-19,1.3437,0.6927,109.58,1.2848,1.12,122.73
14-May-19,1.3459,0.6941,109.59,1.2904,1.1203,122.85
13-May-19,1.3475,0.6943,109.3,1.2955,1.1223,122.67
10-May-19,1.3412,0.7,109.94,1.2999,1.1233,123.5
9-May-19,1.3477,0.6988,109.75,1.3013,1.122,123.1
8-May-19,1.3477,0.6988,110.1,1.3006,1.1191,123.21
7-May-19,1.3472,0.7011,110.24,1.3074,1.119,123.36
6-May-19,1.3446,0.6989,110.76,1.3095,1.1197,124.02
3-May-19,1.342,0.7023,111.09,1.3171,1.12,124.42
2-May-19,1.3472,0.7,111.5,1.3034,1.1176,124.61
1-May-19,1.3441,0.7013,111.37,1.3049,1.1194,124.67
30-Apr-19,1.3386,0.7048,111.41,1.3031,1.1215,124.96
29-Apr-19,1.3456,0.7055,111.63,1.2936,1.1185,124.85
26-Apr-19,1.3453,0.7039,111.58,1.2917,1.1148,124.39
25-Apr-19,1.3485,0.7013,111.62,1.2897,1.113,124.23
24-Apr-19,1.3489,0.7015,112.17,1.29,1.1152,125.09
23-Apr-19,1.3422,0.7101,111.86,1.2937,1.1225,125.56
22-Apr-19,1.3342,0.7133,111.93,1.2982,1.1255,125.99
19-Apr-19,1.339,0.7152,111.91,1.2988,1.1246,125.85
18-Apr-19,1.3374,0.715,111.96,1.2996,1.1229,125.72
17-Apr-19,1.3338,0.7178,112.05,1.3043,1.1294,126.55
16-Apr-19,1.3349,0.7175,111.99,1.3048,1.128,126.32
15-Apr-19,1.3362,0.7173,112.03,1.3097,1.1307,126.67
12-Apr-19,1.332,0.7171,112.02,1.3081,1.13,126.58
11-Apr-19,1.3384,0.7123,111.65,1.3054,1.125,125.61
10-Apr-19,1.332,0.717,111,1.3089,1.1273,125.13
9-Apr-19,1.3328,0.7122,111.12,1.306,1.1261,125.15
8-Apr-19,1.3313,0.7126,111.47,1.3062,1.1259,125.5
5-Apr-19,1.3382,0.7105,111.73,1.3036,1.1214,125.29
4-Apr-19,1.3358,0.7111,111.65,1.3077,1.122,125.27
3-Apr-19,1.3343,0.7112,111.47,1.3159,1.1234,125.23
2-Apr-19,1.3337,0.707,111.31,1.3127,1.1202,124.7
1-Apr-19,1.3306,0.7111,111.34,1.3099,1.1212,124.83
29-Mar-19,1.3344,0.7094,110.84,1.3031,1.1217,124.33
28-Mar-19,1.3437,0.7075,110.64,1.3043,1.122,124.19
27-Mar-19,1.3409,0.7084,110.52,1.3189,1.1247,124.22
26-Mar-19,1.3381,0.7134,110.64,1.3207,1.1264,124.6
25-Mar-19,1.3401,0.7111,109.97,1.3202,1.1311,124.36
22-Mar-19,1.3426,0.7082,109.92,1.3209,1.1313,124.34
21-Mar-19,1.3358,0.7111,110.81,1.3107,1.1373,126
20-Mar-19,1.3304,0.7115,110.69,1.3196,1.1411,126.3
19-Mar-19,1.3319,0.7087,111.39,1.3267,1.1349,126.39
18-Mar-19,1.3334,0.7102,111.42,1.3255,1.1336,126.31
15-Mar-19,1.3334,0.7087,111.47,1.3289,1.1325,126.22
14-Mar-19,1.3333,0.7064,111.72,1.3239,1.1302,126.24
13-Mar-19,1.3304,0.7093,111.17,1.3337,1.1325,125.88
12-Mar-19,1.3352,0.708,111.36,1.3073,1.1286,125.67
11-Mar-19,1.3389,0.7069,111.2,1.3151,1.1247,125.07
8-Mar-19,1.3413,0.7045,111.17,1.3015,1.124,124.95
7-Mar-19,1.3453,0.7013,111.59,1.3084,1.1194,124.92
6-Mar-19,1.344,0.7032,111.77,1.3169,1.1307,126.37
5-Mar-19,1.3345,0.7082,111.89,1.3175,1.1308,126.53
4-Mar-19,1.3302,0.7092,111.75,1.3186,1.134,126.72
1-Mar-19,1.3295,0.708,111.92,1.3202,1.1377,127.33
28-Feb-19,1.3166,0.7094,111.39,1.3261,1.1371,126.66
27-Feb-19,1.3154,0.7138,111,1.3308,1.1369,126.19
26-Feb-19,1.3166,0.7186,110.58,1.325,1.1387,126.03
25-Feb-19,1.3188,0.7165,111.06,1.3095,1.1359,126.16
22-Feb-19,1.3136,0.7127,110.69,1.3052,1.1343,125.56
21-Feb-19,1.323,0.7092,110.7,1.3049,1.1336,125.5
20-Feb-19,1.3174,0.7163,110.86,1.3049,1.1337,125.68
19-Feb-19,1.3206,0.7163,110.62,1.3062,1.1341,125.46
18-Feb-19,1.3239,0.713,110.62,1.2921,1.1311,125.12
15-Feb-19,1.3243,0.7139,110.5,1.2889,1.1295,124.75
14-Feb-19,1.3293,0.7105,110.48,1.2811,1.1301,124.79
13-Feb-19,1.3252,0.7088,111,1.2844,1.1267,125
12-Feb-19,1.3235,0.7093,110.48,1.289,1.1325,125.13
11-Feb-19,1.3304,0.7059,110.38,1.2849,1.1276,124.46
8-Feb-19,1.3276,0.7088,109.73,1.2947,1.133,124.33
7-Feb-19,1.3306,0.7099,109.81,1.2953,1.1341,124.61
6-Feb-19,1.3212,0.7103,109.97,1.2932,1.1362,124.94
5-Feb-19,1.3124,0.7234,109.97,1.2942,1.1415,125.52
4-Feb-19,1.311,0.7224,109.89,1.3035,1.1438,125.71
1-Feb-19,1.3098,0.7249,109.5,1.3083,1.1456,125.44
31-Jan-19,1.3124,0.7272,108.88,1.31,1.1446,124.64
30-Jan-19,1.3149,0.7246,109.03,1.3116,1.1479,125.16
29-Jan-19,1.3267,0.7153,109.39,1.3066,1.1432,125.06
28-Jan-19,1.3264,0.7165,109.36,1.3162,1.1434,124.95
25-Jan-19,1.3219,0.7182,109.55,1.3201,1.1415,124.97
24-Jan-19,1.3349,0.7094,109.64,1.3064,1.1306,123.97
23-Jan-19,1.334,0.7141,109.6,1.3067,1.1381,124.73
22-Jan-19,1.3354,0.7122,109.38,1.2957,1.1359,124.24
21-Jan-19,1.3292,0.7158,109.67,1.289,1.1366,124.66
18-Jan-19,1.3259,0.7167,109.78,1.2873,1.1363,124.74
17-Jan-19,1.3277,0.7191,109.24,1.2984,1.1398,124.47
16-Jan-19,1.3255,0.7166,109.09,1.2881,1.14,124.36
15-Jan-19,1.3265,0.72,108.67,1.2858,1.1417,124.03
14-Jan-19,1.3286,0.7195,108.17,1.2863,1.1477,124.14
11-Jan-19,1.3266,0.7215,108.55,1.2841,1.1469,124.5
10-Jan-19,1.3236,0.7185,108.42,1.2747,1.15,124.69
9-Jan-19,1.3209,0.717,108.17,1.2788,1.1543,124.84
8-Jan-19,1.3274,0.7139,108.75,1.2717,1.1442,124.42
7-Jan-19,1.3298,0.7147,108.72,1.2778,1.1476,124.75
4-Jan-19,1.3374,0.7112,108.53,1.2726,1.1395,123.67
3-Jan-19,1.3489,0.7005,107.67,1.2631,1.1394,122.67
2-Jan-19,1.3578,0.6984,108.88,1.2607,1.1343,123.51
1-Jan-19,1.3639,0.7052,109.72,1.2751,1.1464,125.78
