DATE,XRP_USDp,XRP_USDv,USDT_USDp,USDT_USDv,ETH_USDp,ETH_USDv,BTC_USDp,BTC_USDv,DOGE_USDp,DOGE_USDv,BNB_USDp,BNB_USDv,ADA_USDp,ADA_USDv
12/1/2019,0.225333,1176237060,1.002481,21027847332,151.18573,7102780298,7424.29248,18720708479,0.002292,77007809,15.496336,203268417,0.039587,59641355
12/2/2019,0.219581,1187513777,1.001681,19093390526,149.059158,6670561362,7321.988281,17082040706,0.002235,66782510,15.191858,200809249,0.038056,43069274
12/3/2019,0.21987,1017648495,1.003135,16691088420,147.956421,6204379850,7320.145508,14797485769,0.002217,62508732,15.309556,219927266,0.037917,34356883
12/4/2019,0.216348,1427312577,1.007939,24761899935,146.747742,7865937094,7252.034668,21664240918,0.002208,73151442,15.279978,237605471,0.037405,51692274
12/5/2019,0.222928,1424294121,1.010072,21171449599,149.248993,6745910228,7448.307617,18816085231,0.002223,66757792,15.762839,255410908,0.037871,39975672
12/6/2019,0.225505,1253702621,1.003428,19022188750,149.194443,6458766441,7546.996582,18104466307,0.002226,66932958,15.711299,236694082,0.038317,30049656
12/7/2019,0.228445,1073561928,1.007412,16402700924,148.768158,5911233284,7556.237793,15453520564,0.00223,62933099,15.667086,242693199,0.038757,30151245
12/8/2019,0.230435,1117646358,1.006376,16556799286,151.264725,6441727252,7564.345215,15409908086,0.002238,55442239,15.674523,223721643,0.038948,25653004
12/9/2019,0.225452,1241659373,1.004253,19283208376,148.225174,6744206747,7400.899414,17872021272,0.002208,62696753,15.448539,209955476,0.037483,31176739
12/10/2019,0.224302,1191690782,1.005855,19145357481,146.267044,6859512025,7278.119629,18249031195,0.002204,69802464,14.95887,192615787,0.036606,32469759
12/11/2019,0.222053,1072062152,1.011923,19625934979,143.608002,7037180049,7217.427246,16350490689,0.002185,64108062,14.824551,170909631,0.036655,46812214
12/12/2019,0.219859,1287697362,1.005837,21128996533,145.604004,7890383413,7243.134277,18927080224,0.002188,66238690,14.818167,165964330,0.036723,41806143
12/13/2019,0.220755,1252707498,1.001751,19588662449,144.944748,7264810247,7269.68457,17125736940,0.002175,65851726,14.878744,177476227,0.037108,42557714
12/14/2019,0.217356,1078990952,1.006088,19018920700,142.869232,7048066973,7124.673828,17137029730,0.00217,71849717,14.505015,173092733,0.036427,39951085
12/15/2019,0.218601,1171149673,1.004616,19575469230,143.11499,7235153411,7152.301758,16881129804,0.002154,66491990,14.490446,167670329,0.036653,28289227
12/16/2019,0.207225,1486338425,1.003986,23894286942,133.614029,8992282119,6932.480469,20213265950,0.002121,68370095,13.558786,178952097,0.034269,41961581
12/17/2019,0.183699,2059426123,0.993339,28074801122,122.603889,9057166141,6640.515137,22363804217,0.002018,85349928,12.386941,186995962,0.0318,54217973
12/18/2019,0.196176,2136022808,1.006128,36156312247,133.092194,11864518321,7276.802734,31836522778,0.002183,98147109,13.53526,234697405,0.034462,61099755
12/19/2019,0.190819,1588179338,1.008569,30032554753,129.321136,9564699140,7202.844238,25904604416,0.002123,79064574,13.445779,174965245,0.033251,43861871
12/20/2019,0.195316,1765470385,1.005842,27492020303,129.066055,8173594150,7218.816406,22633815180,0.002075,67083802,13.570779,203861105,0.034004,32935799
12/21/2019,0.194082,1208597753,1.005758,22141256341,128.130951,7449064703,7191.158691,19312552168,0.002084,66682998,13.380659,192827533,0.033262,25280467
12/22/2019,0.196978,1261599021,1.003887,26913344236,132.372513,9121058481,7511.588867,23134537956,0.002115,70976748,13.835881,204111890,0.034466,24856106
12/23/2019,0.190943,1402992086,1.012136,31988935316,128.61409,9622497693,7355.628418,27831788041,0.002073,77708509,13.369034,159105887,0.0332,36538150
12/24/2019,0.192198,1255576963,1.008587,27906575904,129.063889,7961819689,7322.532227,22991622105,0.002073,71860410,13.444571,177372409,0.034162,30932186
12/25/2019,0.190719,1140140919,1.004661,24502862889,126.454636,8418019054,7275.155762,21559505149,0.002088,79207264,13.174839,152718120,0.033728,19588981
12/26/2019,0.190394,1177534639,1.003988,27081119738,126.361221,8600871980,7238.966797,22787010034,0.002058,71906467,13.208636,157660620,0.034281,28317661
12/27/2019,0.191102,1151157499,1.005803,26617288047,127.214607,8299390176,7290.088379,22777360996,0.002053,75486740,13.36272,164413385,0.0331,42498574
12/28/2019,0.193222,1168758140,1.000307,25847515455,128.322708,8069298610,7317.990234,21365673026,0.002064,64539193,13.705417,197525901,0.033632,23018616
12/29/2019,0.197051,1176573822,1.00421,26657374932,134.75798,9708776786,7422.652832,22445257702,0.002068,67109832,14.150045,225354585,0.034284,23696263
12/30/2019,0.194474,1247499610,1.006175,27104097511,132.633484,9796951716,7292.995117,22874131672,0.002054,73171188,13.947442,187275635,0.033594,21940559
12/31/2019,0.192894,1116761075,0.999679,24214120056,129.610855,8936866397,7193.599121,21167946112,0.002028,69469785,13.727642,166278254,0.032845,25320349
1/1/2020,0.192667,1041134003,0.999836,21503143454,130.802002,7935230330,7200.174316,18565664997,0.002033,51180941,13.689083,172980718,0.033458,22948374
1/2/2020,0.188043,1085351426,1.001565,24212314977,127.410179,8032709256,6985.470215,20802083465,0.002009,65071106,13.027011,156376427,0.032751,20843934
1/3/2020,0.193521,1270017043,1.004192,32420287856,134.171707,10476845358,7344.884277,28111481032,0.002145,62619988,13.660452,173683857,0.03418,30162644
1/4/2020,0.194355,999331594,1.007472,21585629320,135.069366,7430904515,7410.656738,18444271275,0.002241,94227582,13.891512,182230374,0.034595,29535781
1/5/2020,0.195537,1168067557,1.006197,24090142146,136.276779,7526675353,7411.317383,19725074095,0.002419,52631740,14.111019,202552703,0.034721,21479178
1/6/2020,0.22151,2301679290,1.002903,29460474864,144.304153,9093747121,7769.219238,23276261598,0.002463,54562409,14.957808,224800409,0.037272,37988444
1/7/2020,0.213917,2237698314,1.001723,32765511976,143.543991,9257954672,8163.692383,28767291327,0.002433,52767343,15.00925,191948560,0.037047,51562680
1/8/2020,0.209026,1782128652,1.004253,35175740304,141.258133,9387194957,8079.862793,31672559265,0.002293,77251526,14.602934,183632222,0.036435,49193345
1/9/2020,0.204899,1341130889,1.006573,28026673217,138.979202,7697325348,7879.071289,24045990466,0.002256,70690571,14.498314,169699829,0.036359,26562776
1/10/2020,0.212306,1693646276,1.001462,34207037022,143.963776,9084816203,8166.554199,28714583844,0.002356,87683356,15.025826,200173072,0.036874,47483943
1/11/2020,0.211851,1655817070,1.000091,31049760361,142.927109,9332208590,8037.537598,25521165085,0.002314,94203409,14.946328,201663503,0.036825,63485488
1/12/2020,0.215633,1496128430,1.002478,27250055613,145.873932,8528167453,8192.494141,22903438381,0.002381,79426215,15.322083,231150158,0.03769,56546260
1/13/2020,0.212617,1321442559,1.003347,26468468000,144.226593,8378529470,8144.194336,22482910688,0.002358,83849846,15.227272,211785744,0.036966,56296775
1/14/2020,0.234687,2639844916,1.001821,57687160761,165.955353,16712318373,8827.764648,44841784107,0.00247,128635383,16.626122,299316969,0.04166,125280206
1/15/2020,0.232895,2590278224,0.999656,49045902728,166.230682,15173694057,8807.010742,40102834650,0.002369,128940321,17.654812,380806616,0.042553,111350540
1/16/2020,0.228574,2066952513,0.999231,40752742739,164.391006,13735193018,8723.786133,31313981931,0.002345,98124199,17.076946,260423404,0.041391,76686221
1/17/2020,0.238776,2418043081,1.002879,47263851458,170.779953,14997091826,8929.038086,36372139320,0.00249,117752841,18.135199,347229168,0.044978,106282894
1/18/2020,0.243286,2391157804,1.002741,43805026250,175.365677,14929342256,8942.808594,32337772627,0.002507,108133943,17.823919,257317647,0.044851,89192476
1/19/2020,0.235585,2211717302,0.998535,42680566067,166.969849,13713374132,8706.245117,34217320471,0.002405,108085147,17.369253,266285621,0.041979,91187159
1/20/2020,0.233296,1723535818,1.000688,33079894466,167.120514,11144529787,8657.642578,26422375678,0.002374,92022277,17.325275,245125919,0.043873,70100648
1/21/2020,0.237166,1701652845,1.001418,31080893275,169.697159,9789369362,8745.894531,24097418512,0.002376,84321565,18.127666,295922233,0.045989,95915865
1/22/2020,0.236056,1517150861,1.000595,29749248330,168.294159,9209827928,8680.875977,22600204051,0.002323,82852580,17.798361,237634401,0.045654,67145740
1/23/2020,0.226104,1600294983,0.998409,33631459310,162.928558,10396868698,8406.515625,25770680779,0.002268,91866620,17.021404,221009513,0.043334,75034253
1/24/2020,0.223041,1706347379,1.00297,33356108238,163.051178,10657671162,8445.43457,24397913026,0.002276,86865882,17.047409,213341615,0.045004,77503651
1/25/2020,0.220427,1373179560,1.002113,26340299495,161.283936,8256956802,8367.847656,19647331549,0.002257,82421399,16.976107,208315919,0.043248,57389976
1/26/2020,0.230686,1583964764,1.000504,29121614731,168.077103,9261861590,8596.830078,22177678796,0.002305,73458474,17.438633,248646036,0.044581,62759585
1/27/2020,0.231222,1722593699,1.0019,37771545362,170.930893,11004476145,8909.819336,28647338393,0.002368,89023414,17.691341,227584506,0.047912,97006750
1/28/2020,0.238488,2052700894,1.00076,44123906993,176.370316,11772875064,9358.589844,34398744403,0.00245,91528771,18.115135,257579475,0.052857,207996791
1/29/2020,0.23573,1883265674,1.002296,42323320108,175.050339,10725267311,9316.629883,30682598115,0.00239,80676219,17.912777,221674739,0.053514,187136958
1/30/2020,0.243642,2125017678,1.001452,43624728074,184.690475,12604789338,9508.993164,32378792851,0.00244,83967914,18.590408,264686498,0.05607,153009928
1/31/2020,0.239233,1892170752,1.000648,40496855325,180.160172,11728616394,9350.529297,29432489719,0.002394,76519295,18.210979,245035922,0.053793,130754832
2/1/2020,0.241455,1592451417,1.001216,34763069931,183.67395,11569697182,9392.875,25922656496,0.002422,78730830,18.218321,238461925,0.056092,110646744
2/2/2020,0.250734,2477130012,1.000544,40560625161,188.617538,14054425389,9344.365234,30835736946,0.002468,91552515,18.448185,256209045,0.055768,161454527
2/3/2020,0.254627,2156814065,0.998913,39849489336,189.865067,12392875241,9293.521484,30934096509,0.00244,78856631,18.462755,227749150,0.056979,106658349
2/4/2020,0.266808,2900951896,1.001745,36950713371,189.250595,11714191695,9180.962891,29893183716,0.002503,89790002,18.177366,213533737,0.055996,108933031
2/5/2020,0.277468,3332447611,1.002838,46504757742,204.23024,14865434435,9613.423828,35222060874,0.002582,105741619,19.21505,301486499,0.059231,138149931
2/6/2020,0.282214,3079150333,0.997216,46549174003,212.339081,16425589683,9729.801758,37628823716,0.002653,108711614,20.595263,394704716,0.059757,136652023
2/7/2020,0.279284,2372731517,0.997751,42966951015,222.726059,16673443564,9795.943359,34522718159,0.002769,130273878,22.062258,485529457,0.05979,132154530
2/8/2020,0.277243,2380993304,0.999534,44251729422,223.146515,16741203125,9865.119141,35172043762,0.003159,203803814,21.782419,376067881,0.059944,135969080
2/9/2020,0.282457,2343599758,1.001473,44977724508,228.578568,15031356241,10116.67383,35807884663,0.003232,218861527,24.308561,523664695,0.061809,137945919
2/10/2020,0.27408,2403459577,1.00064,48784184264,223.522705,16210008511,9856.611328,39386548075,0.002986,195582003,25.218315,730144278,0.060394,137083309
2/11/2020,0.280141,2383677083,0.998423,46001561028,235.851196,16964695963,10208.23633,37648059389,0.003041,169747135,25.637403,567226060,0.063228,203550299
2/12/2020,0.304393,4092541037,1.002559,54829582150,265.406128,24545049386,10326.05469,43444303830,0.003093,181406960,26.466763,492328618,0.068373,220517194
2/13/2020,0.326706,6473779289,0.998579,63588479574,268.099243,25801317504,10214.37988,49356071373,0.003026,168543942,25.4401,463998187,0.068581,251519041
2/14/2020,0.334822,4476902769,1.000114,54698567058,284.217499,23558253463,10312.11621,43338264162,0.00313,140849233,26.296959,471534694,0.07058,183283803
2/15/2020,0.306236,4282439063,0.999128,57250318373,264.728577,23682452994,9889.424805,43865054831,0.00292,144726029,24.149651,454859713,0.063863,190925361
2/16/2020,0.295034,4025339058,0.999272,60160518246,259.894714,25152366643,9934.433594,43374780305,0.002774,149831933,23.466389,471225913,0.062654,206918460
2/17/2020,0.286572,3690067847,0.998474,63038607545,266.363434,26024080089,9690.142578,45998298413,0.002712,149622002,23.551378,418783808,0.060042,198079706
2/18/2020,0.297913,3719318846,1.000759,60616752516,281.94458,26511477187,10141.99609,47271023953,0.002839,144188844,24.058178,392689678,0.062597,184674402
2/19/2020,0.277602,3096501889,1.001324,54920030584,259.763977,22679414413,9633.386719,46992019710,0.002624,136889052,22.333511,298250332,0.057645,166141953
2/20/2020,0.272396,3138024579,1.002594,55986244963,257.949463,23229828870,9608.475586,44925260237,0.002659,187866681,22.229147,358656850,0.05826,201763470
2/21/2020,0.274938,2626495845,1.003138,47618138884,265.600616,20867593292,9686.441406,40930547513,0.002648,157652567,22.184877,396181352,0.05864,180464941
2/22/2020,0.275901,2190665842,1.001829,41243330013,262.331726,16906032862,9663.181641,35838025154,0.002601,156145895,21.968481,328794302,0.058336,132866697
2/23/2020,0.282711,2313819448,0.998017,47448629411,273.75415,19585998814,9924.515625,41185185761,0.00268,180747902,22.828871,439036993,0.06151,190486307
2/24/2020,0.270627,2472100400,0.9988,56599226979,265.216431,22400845640,9650.174805,45080496648,0.00259,159143744,22.044127,357640680,0.05896,203582108
2/25/2020,0.253412,2590099692,1.001454,55034243501,247.817596,21878882134,9341.705078,42515259129,0.002476,178541404,20.34247,356163893,0.056364,178219320
2/26/2020,0.230851,3273784862,1.002742,68910958735,225.680267,26235617201,8820.522461,50420050762,0.002339,201370789,18.799131,443909390,0.049453,207080423
2/27/2020,0.237116,2775673347,0.998413,61401185853,226.753387,25645522790,8784.494141,45470195695,0.002324,162813946,19.122568,406092296,0.049685,158104507
2/28/2020,0.236296,2468502732,0.997089,56902235264,226.760498,22563530559,8672.455078,44605450443,0.002289,153544453,18.854837,461435237,0.048616,153965237
2/29/2020,0.231193,2061348763,1.006368,44948749121,219.848511,18181296376,8599.508789,35792392544,0.002235,146635830,19.584091,584219366,0.047541,94074240
3/1/2020,0.228846,2086828072,1.000498,45828960109,218.970596,18179807469,8562.454102,35349164300,0.002275,162437207,18.963232,380913102,0.045932,96716581
3/2/2020,0.238747,2466061224,0.995,67439071909,230.569778,20305587789,8869.669922,42857674409,0.002349,165788612,19.814064,428747453,0.048953,106582073
3/3/2020,0.234381,2524293730,1.002497,50681960308,224.47963,19853178572,8787.786133,42386715821,0.002499,174988479,19.63719,355662760,0.048761,117373434
3/4/2020,0.23453,2280839542,1.000622,48605279710,224.517975,16567075208,8755.246094,34746706368,0.002398,144601436,19.959188,363898093,0.049004,136505373
3/5/2020,0.239582,2299594699,1.002522,49920180590,229.268188,18201291785,9078.762695,39698054597,0.002506,104912777,20.802031,424802925,0.051057,112291734
3/6/2020,0.244088,2423236344,0.99843,49389801062,243.525299,19374772256,9122.545898,40826885651,0.002496,100268192,21.288389,449180749,0.051448,100834829
3/7/2020,0.237071,2109420975,1.000182,46199415513,237.853088,19431652027,8909.954102,36216930370,0.002405,88138038,20.179567,337204407,0.048945,90448414
3/8/2020,0.206904,2627253062,1.009775,54758243672,200.689056,21381823651,8108.116211,39973102121,0.002187,101738284,16.974066,365362955,0.043291,111437013
3/9/2020,0.209181,2796925948,0.999048,63879966769,201.986328,23645428606,7923.644531,46936995808,0.002214,137033008,16.570744,417649798,0.041482,125578007
3/10/2020,0.212235,2317233373,1.001721,51217843378,200.767242,18344930072,7909.729492,42213940994,0.002207,115431584,16.875654,360300206,0.041495,103411534
3/11/2020,0.208096,2130165442,0.998806,47108137900,194.86853,16984790291,7911.430176,38682762605,0.002184,107425626,16.524834,288383091,0.039649,103084587
3/12/2020,0.139635,3547958418,1.053585,74550564419,112.347122,22134741655,4970.788086,53980357243,0.001537,167892774,9.600166,444641540,0.023961,179944370
3/13/2020,0.159352,5160523077,0.999629,99315334323,133.201813,27864623061,5563.707031,74156772075,0.001738,218676976,10.833057,681143272,0.028437,202296978
3/14/2020,0.147292,2310448365,1.001621,48327975513,123.306023,12740784545,5200.366211,36154506008,0.001666,113389101,10.140449,301943026,0.026009,65051356
3/15/2020,0.153902,2197842519,1.001987,43945453268,125.214302,12719251813,5392.314941,33997889639,0.001685,119811060,10.436018,336142093,0.02712,67311254
3/16/2020,0.141063,2646513874,0.997004,57318450774,110.605873,15984904590,5014.47998,45368026430,0.001587,134329668,9.38605,314940366,0.024121,94985577
3/17/2020,0.144524,2134494360,0.976145,46775877399,113.942749,12087490572,5225.629395,38622642935,0.001587,102697604,10.077175,288591005,0.025243,75837864
3/18/2020,0.1431,1964626837,0.974248,45836273197,114.84227,11617854009,5238.438477,37878801016,0.001566,102196814,10.119137,264539835,0.025336,77546807
3/19/2020,0.165037,2590533670,1.003193,64076531532,136.593857,16396753275,6191.192871,51000731797,0.001773,251888350,12.27964,407534104,0.030451,119348856
3/20/2020,0.156868,2946481356,0.997556,72319289643,132.737167,18960388062,6198.77832,54442976103,0.001773,188170528,11.875867,433929425,0.029368,142131507
3/21/2020,0.158179,2068099167,1.00095,52643956420,132.81871,13684083308,6185.066406,42494390880,0.001785,166141811,12.057991,386174572,0.029414,94598889
3/22/2020,0.150214,1864979798,0.999032,49036623749,123.321152,12497707224,5830.254883,40099664740,0.001731,161287088,11.158228,308670064,0.027089,78698656
3/23/2020,0.157419,2117431211,0.996812,57333099378,134.911606,14149877968,6416.314941,46491916000,0.001805,166551897,12.117715,359015601,0.029082,92453324
3/24/2020,0.162255,2155981658,1.000473,57714092130,138.761444,14609068673,6734.803711,48221910672,0.001851,177134005,12.40122,333522129,0.030163,88827461
3/25/2020,0.161633,2096308696,0.998594,52254209223,136.195892,13433092920,6681.062988,44590107888,0.001834,163367839,12.3243,288895593,0.029438,83388813
3/26/2020,0.175019,2236102811,0.998483,42020889460,138.361557,11367261176,6716.44043,35319797642,0.001842,162455890,13.217611,299218749,0.030727,81633746
3/27/2020,0.176195,2849306896,1.013318,41534264141,133.937943,11396286629,6469.79834,34585598367,0.001807,166326062,12.523257,263730266,0.029301,85517314
3/28/2020,0.175783,2689925753,0.999704,44315404128,130.986496,12162403960,6242.193848,34885225901,0.001778,169979142,12.193113,256061862,0.029771,85338156
3/29/2020,0.163829,1996124443,1.001963,35069971228,125.583733,9938133669,5922.042969,28373690931,0.001723,156619235,11.441221,218854042,0.028249,71027469
3/30/2020,0.172171,2131319206,1.006534,44148668942,132.904541,11841123306,6429.841797,37101651525,0.001831,163244392,12.286843,305631180,0.029873,81661518
3/31/2020,0.174563,2101862050,1.003027,38970696054,133.593567,11065246317,6438.644531,32786468812,0.001811,156195510,12.581606,372566080,0.030553,79871856
4/1/2020,0.175323,2053108172,1.004746,47949493852,135.634552,12456564435,6606.776367,40346426266,0.001867,163418627,12.741603,332222983,0.030855,92295629
4/2/2020,0.17864,2352651038,1.000717,57261198792,142.029144,15322861686,6793.624512,47660646124,0.001882,165879605,13.066639,398592822,0.031984,106987595
4/3/2020,0.179467,2106869711,1.001712,46738928486,142.091309,13184603402,6733.387207,38976504903,0.001853,161121845,13.373008,406426751,0.032295,89797916
4/4/2020,0.181732,1793826153,1.004113,39644126975,145.219391,11946658257,6867.527344,33185988584,0.00188,160849686,13.824528,416644565,0.032505,89146987
4/5/2020,0.179406,1660971367,1.00285,35625789596,143.546646,11280993591,6791.129395,29510409856,0.001865,152557918,13.734116,398954313,0.032003,64845688
4/6/2020,0.195506,2529832372,0.992833,60908262080,169.13588,21636382525,7271.78125,46896904615,0.00198,173173223,15.084521,491814166,0.035616,117138445
4/7/2020,0.192093,2626151910,0.998629,59032234493,165.101944,21659346091,7176.414551,44243482668,0.001997,129399793,14.681547,452816635,0.035137,117230378
4/8/2020,0.200869,2091042647,0.999124,50475513637,172.641739,17063110836,7334.098633,37563249549,0.002012,116283369,15.056076,434986928,0.036314,100892761
4/9/2020,0.198257,1878628668,1.003465,44302706107,170.807144,14901696210,7302.089355,34815139178,0.002021,109954538,15.062604,444821353,0.036198,86398497
4/10/2020,0.187464,2105282079,1.000793,56393183976,158.412445,17980944616,6865.493164,43622840992,0.001968,122108790,13.737724,394331907,0.033215,95977717
4/11/2020,0.188063,1847482831,0.998116,40060959110,158.216019,13555089447,6859.083008,31222085946,0.00199,161367396,13.804288,364313702,0.033354,75648111
4/12/2020,0.190135,2087857417,1.008169,44856466500,161.142426,15123721386,6971.091797,35759567632,0.00199,169892709,14.375111,414752932,0.033806,73751090
4/13/2020,0.187732,2253497429,1.000327,50128306911,156.279556,16465282133,6845.037598,38619308647,0.001959,167357650,15.034427,459561236,0.033107,84000834
4/14/2020,0.185335,1889687587,0.996806,42246776207,157.59639,14723156630,6842.427734,34110434052,0.001964,188937615,15.525076,515331620,0.032974,74633336
4/15/2020,0.18127,1963736221,0.999529,40321714369,153.286896,14171753737,6642.109863,32288311031,0.00194,169903672,14.593927,425648054,0.031863,68238171
4/16/2020,0.190104,2610251456,1.002719,63213195169,172.157379,22910469236,7116.804199,46783242377,0.002028,179859738,15.70273,478820058,0.034408,101314083
4/17/2020,null,null,null,null,null,null,null,null,null,null,null,null,null,null
4/18/2020,0.194925,1918245143,1.000777,45234041690,186.914001,20160323443,7257.665039,32447188386,0.002061,168186509,16.593172,479760692,0.036553,89893451
4/19/2020,0.190859,1904866741,1.007704,44414316787,181.61496,19146038381,7189.424805,31311210215,0.002058,172576560,16.139933,402957217,0.035816,87523446
4/20/2020,0.18349,2364973860,1.004804,54458798119,172.297165,21266681335,6881.958496,37747113936,0.001982,169715146,15.085403,398870343,0.034177,94301265
4/21/2020,0.184328,1912728846,1.006456,42681951159,172.737701,16458767984,6880.323242,32589741511,0.001971,163652750,15.205772,390367736,0.0347,86348515
4/22/2020,0.18797,1783803231,1.000911,45471713945,182.599579,17994666395,7117.20752,33249153866,0.002011,163753943,15.69316,395820106,0.036559,78891247
4/23/2020,0.191711,2271111354,0.997692,56696647551,185.028671,21275740032,7429.724609,43500782316,0.002047,179000350,16.006208,446947832,0.040605,162468134
4/24/2020,0.193665,1853837706,1.007932,45214285339,189.236938,16788555028,7550.900879,34636526286,0.002103,209562151,16.016418,375266800,0.041868,176233806
4/25/2020,0.195054,1648491142,1.00468,44807056872,195.515305,18260969748,7569.936035,32941541447,0.002142,229810398,16.305418,362345240,0.042408,101619889
4/26/2020,0.196805,1692427521,1.000312,46243541830,197.317535,18335367012,7679.867188,33070154491,0.002409,287859775,16.383768,400076436,0.045879,150611027
4/27/2020,0.197978,1792695610,1.004091,50062655667,197.224716,18670194595,7795.601074,36162144725,0.002355,276033020,16.463215,389838383,0.046601,168989554
4/28/2020,0.215484,2515531348,1.007822,45898873538,198.41539,18217507467,7807.058594,33187959921,0.002339,254905520,16.444286,361059754,0.047195,144584235
4/29/2020,0.227432,3041995823,1.008123,79272305845,216.968231,26397548759,8801.038086,60201052203,0.002517,295698249,17.493774,463165164,0.051695,192508666
4/30/2020,0.212761,3145263527,1.005112,89936833210,207.602051,28089191904,8658.553711,66964629541,0.002443,298563815,17.033976,498015944,0.047846,242494651
5/1/2020,0.219248,2306876493,1.008137,56216767268,214.219101,20816320834,8864.766602,44068389997,0.002494,282886977,17.564993,453439052,0.05126,169546437
5/2/2020,0.223914,2170661654,1.003478,49997806582,215.325378,18260876092,8988.59668,40134388683,0.002549,269155283,17.584904,393955300,0.051014,128138136
5/3/2020,0.219414,2182399826,1.003508,58963072938,210.933151,20469034664,8897.46875,47101785174,0.00251,265156925,17.126299,381109061,0.048929,139890791
5/4/2020,0.218963,2462194723,1.006109,60315142637,208.174011,22602446422,8912.654297,45718796276,0.002481,261454253,17.100756,390548947,0.049664,172243659
5/5/2020,0.216463,2104127661,1.000856,53776437547,206.774399,19004689099,9003.070313,43148462663,0.002484,245861118,16.919775,358987881,0.049358,128066778
5/6/2020,0.21521,2159327467,1.017931,59321368204,204.055786,20343543799,9268.761719,49371886931,0.002529,251393346,16.657045,364717662,0.049767,131357244
5/7/2020,0.218917,2582702615,1.002895,72554504815,212.289413,23594744655,9951.518555,61112700562,0.002664,284491226,17.013199,414976837,0.051106,143479708
5/8/2020,0.219827,2460030844,1.003764,63400633378,212.991577,20445139356,9842.666016,51780748042,0.002625,291757355,17.241476,382131707,0.052303,172647716
5/9/2020,0.216902,2543805062,1.004818,57870685210,211.600128,18950547549,9593.896484,46566121841,0.002613,294993696,16.935961,365221789,0.051736,141642171
5/10/2020,0.198176,3067472277,1.001055,79545041693,188.599564,25211575193,8756.430664,63325279337,0.002459,290801097,15.295669,436166815,0.047677,227335948
5/11/2020,0.194064,2470709527,0.998364,68664007367,185.912842,20054601647,8601.795898,57119858802,0.002413,277646033,15.097545,404659513,0.048108,206327744
5/12/2020,0.197637,2056508741,1.000735,49750084616,189.3125,15899726284,8804.477539,42142717533,0.002463,262934538,15.741054,394508013,0.050421,170879029
5/13/2020,0.20148,1947109951,1.000232,53063776325,199.193283,17054662289,9269.987305,45558144023,0.002521,265878080,16.138878,359517914,0.051472,148356780
5/14/2020,0.203129,2154131805,0.99886,64544825214,202.949097,20150524861,9733.72168,56426907637,0.002574,283778649,16.3578,388231861,0.05089,144469842
5/15/2020,0.198911,2046326382,1.003972,53148365727,195.622665,16602342092,9328.197266,48158802327,0.002506,261080156,15.754374,340889408,0.050463,142644324
5/16/2020,0.200032,1794850124,1.000194,42259786355,200.677124,15379081645,9377.013672,36164766408,0.002513,254666485,16.051781,339913391,0.050932,123913485
5/17/2020,0.201255,1752063749,1.00159,45525203695,207.158691,15470397303,9670.739258,40084250663,0.002538,258469067,16.314646,329675187,0.051343,115459525
5/18/2020,0.205176,1968537517,1.001351,50496315260,214.525055,17411566928,9726.575195,41827139896,0.002543,265626959,16.636265,337613743,0.054252,182874559
5/19/2020,0.204028,1973351018,0.996019,46955432504,213.451111,14346192779,9729.038086,39254288955,0.002538,182890489,17.154663,351679092,0.056449,186581379
5/20/2020,0.201707,1933723829,0.998948,44447276085,210.096741,12730175511,9522.981445,36546239703,0.002508,178925411,16.888025,305581860,0.056875,203310637
5/21/2020,0.195509,1753934487,1.002001,47340041421,199.883606,13308321229,9081.761719,39326160532,0.002485,200924557,16.122381,283593221,0.052246,228349552
5/22/2020,0.200343,1852264124,1.002287,37971264880,207.169189,12041592114,9182.577148,29810773699,0.002533,215355485,16.639593,308017283,0.055833,224368474
5/23/2020,0.198856,1459815520,1.005538,33726005349,208.694397,10665476768,9209.287109,27727866812,0.002544,208878705,16.588194,281071630,0.055322,131277191
5/24/2020,0.195431,1447641496,1.001089,38944229194,202.370346,11833299572,8790.368164,32518803300,0.002458,186657328,16.083439,250849075,0.052641,108565176
5/25/2020,0.197327,1671594106,1.003199,35985513624,205.319748,10415044124,8906.93457,31288157264,0.00254,214669452,16.400908,295250983,0.054011,183914564
5/26/2020,0.193975,1585691777,0.998008,32858110128,201.902313,10159741290,8835.052734,29584186947,0.002486,185485979,16.212547,264787793,0.05343,162232161
5/27/2020,0.197857,1535112977,1.004554,35192290092,208.863434,10631034756,9181.017578,32740536902,0.00251,186186772,16.493284,289787288,0.055183,185161265
5/28/2020,0.200595,1615654544,1.001153,38116870951,219.840424,12212469604,9525.750977,34367073114,0.002524,220213442,17.05934,307231707,0.064559,368087319
5/29/2020,0.198348,1477357235,1.003355,36706734857,220.675125,12265816557,9439.124023,32896642044,0.002532,200485433,17.04163,302410995,0.06466,393626086
5/30/2020,0.20622,1683149544,1.000403,40377918880,242.345596,15027397867,9700.414063,32722975141,0.002615,200708874,17.743418,330991078,0.076958,591436389
5/31/2020,0.202906,1737139256,0.998033,35009124470,230.975708,12234904813,9461.058594,27773290299,0.002555,188184731,17.040472,306613468,0.074352,848945702
6/1/2020,0.210249,1702904267,1.001121,39619617695,246.99176,13951727936,10167.26856,35198901068,0.002647,195748335,17.914942,343444957,0.081168,681780739
6/2/2020,0.202764,1850078103,0.997524,45585907575,237.219055,13782107567,9529.803711,39137252109,0.002561,200119264,17.239304,285916007,0.078456,588732847
